month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2018-02-01,B DIVISION,A,1,3570,7011,50.9199829
2018-02-01,B DIVISION,B,1,1829,3769,48.5274609
2018-02-01,B DIVISION,C,1,1725,3800,45.3947368
2018-02-01,B DIVISION,D,1,2426,5080,47.7559055
2018-02-01,B DIVISION,E,1,3802,7585,50.1252472
2018-02-01,B DIVISION,F,1,2892,7619,37.9577372
2018-02-01,B DIVISION,G,1,3263,5320,61.3345865
2018-02-01,B DIVISION,JZ,1,3153,5301,59.4793435
2018-02-01,B DIVISION,L,1,9230,10184,90.6323645
2018-02-01,B DIVISION,M,1,6585,9095,72.4024189
2018-02-01,B DIVISION,N,1,3030,5375,56.372093
2018-02-01,B DIVISION,Q,1,3951,6140,64.3485342
2018-02-01,B DIVISION,R,1,2930,5412,54.1389505
2018-02-01,B DIVISION,S Fkln,1,2242,2242,100
2018-02-01,B DIVISION,S Rock,1,1519,1593,95.3546767
2018-02-01,B DIVISION,W,1,2603,3591,72.4867725
2018-02-01,Systemwide,Systemwide,1,97550,157996,61.7420694
2018-03-01,A DIVISION,1,1,7731,10389,74.4152469
2018-03-01,A DIVISION,2,1,3274,7019,46.6448212
2018-03-01,A DIVISION,3,1,3951,6328,62.4367889
2018-03-01,A DIVISION,4,1,3919,8276,47.3537941
2018-03-01,A DIVISION,5,1,3870,7282,53.1447405
2018-03-01,A DIVISION,6,1,6253,12380,50.5088853
2018-03-01,A DIVISION,7,1,7818,14087,55.4979769
2018-03-01,A DIVISION,S 42nd,1,13495,13662,98.7776314
2018-03-01,B DIVISION,A,1,4485,8118,55.2475979
2018-03-01,B DIVISION,B,1,2245,4248,52.8483992
2018-03-01,B DIVISION,C,1,2409,4400,54.75
2018-03-01,B DIVISION,D,1,2948,5778,51.0211146
2018-03-01,B DIVISION,E,1,5131,8780,58.4396355
2018-03-01,B DIVISION,F,1,3942,8376,47.0630372
2018-03-01,B DIVISION,G,1,4260,6160,69.1558442
2018-03-01,B DIVISION,JZ,1,4322,6138,70.4138156
2018-03-01,B DIVISION,L,1,10532,11792,89.3147897
2018-03-01,B DIVISION,M,1,8160,10530,77.4928775
2018-03-01,B DIVISION,N,1,3827,6476,59.0951204
2018-03-01,B DIVISION,Q,1,4762,6834,69.6810067
2018-03-01,B DIVISION,R,1,4048,6266,64.6026173
2018-03-01,B DIVISION,S Fkln,1,2590,2596,99.7688752
2018-03-01,B DIVISION,S Rock,1,1638,1744,93.9220183
2018-03-01,B DIVISION,W,1,2997,4158,72.0779221
2018-03-01,Systemwide,Systemwide,1,118607,181817,65.234274
2018-04-01,A DIVISION,1,1,7044,9729,72.4020968
2018-04-01,A DIVISION,2,1,3506,7104,49.3524775
2018-04-01,A DIVISION,3,1,4340,6231,69.6517413
2018-04-01,A DIVISION,4,1,4253,7797,54.5466205
2018-04-01,A DIVISION,5,1,3751,6964,53.8627226
2018-04-01,A DIVISION,6,1,6356,11941,53.2283728
2018-04-01,A DIVISION,7,1,7638,13378,57.093736
2018-04-01,A DIVISION,S 42nd,1,13036,13156,99.0878687
2018-04-01,B DIVISION,A,1,4643,7749,59.9174087
2018-04-01,B DIVISION,B,1,2470,4045,61.0630408
2018-04-01,B DIVISION,C,1,2536,4200,60.3809524
2018-04-01,B DIVISION,D,1,2993,5526,54.1621426
2018-04-01,B DIVISION,E,1,4802,8375,57.3373134
2018-04-01,B DIVISION,F,1,4010,7987,50.2065857
2018-04-01,B DIVISION,G,1,4305,5880,73.2142857
2018-04-01,B DIVISION,JZ,1,3949,5877,67.1941467
2018-04-01,B DIVISION,L,1,10482,11256,93.1236674
2018-04-01,B DIVISION,M,1,7654,10008,76.4788169
2018-04-01,B DIVISION,N,1,4035,6095,66.2018048
2018-04-01,B DIVISION,Q,1,4713,6521,72.2741911
2018-04-01,B DIVISION,R,1,4094,5980,68.4615385
2018-04-01,B DIVISION,S Fkln,1,2475,2478,99.8789346
2018-04-01,B DIVISION,S Rock,1,1722,1759,97.8965321
2018-04-01,B DIVISION,W,1,3011,3969,75.8629378
2018-04-01,Systemwide,Systemwide,1,117818,174005,67.7095486
2018-05-01,A DIVISION,1,1,7299,10152,71.8971631
2018-05-01,A DIVISION,2,1,4121,7713,53.4292752
2018-05-01,A DIVISION,3,1,4456,6476,68.8079061
2018-05-01,A DIVISION,4,1,4486,8194,54.7473761
2018-05-01,A DIVISION,5,1,4578,7304,62.6779847
2018-05-01,A DIVISION,6,1,6805,12132,56.0913287
2018-05-01,A DIVISION,7,1,8801,13907,63.2846768
2018-05-01,A DIVISION,S 42nd,1,13466,13522,99.5858601
2018-05-01,B DIVISION,A,1,4514,8106,55.6871453
2018-05-01,B DIVISION,B,1,2503,4406,56.808897
2018-05-01,B DIVISION,C,1,2582,4246,60.8101743
2018-05-01,B DIVISION,D,1,3036,6373,47.6384748
2018-05-01,B DIVISION,E,1,4928,8882,55.4829993
2018-05-01,B DIVISION,F,1,3414,8508,40.1269394
2018-05-01,B DIVISION,G,1,4303,6161,69.842558
2018-05-01,B DIVISION,JZ,1,4387,6136,71.4960887
2018-05-01,B DIVISION,L,1,10805,11742,92.0200988
2018-05-01,B DIVISION,M,1,3827,5952,64.2977151
2018-05-01,B DIVISION,N,1,5980,10096,59.2313788
2018-05-01,B DIVISION,Q,1,4228,6968,60.6773823
2018-05-01,B DIVISION,R,1,3628,6189,58.6201325
2018-05-01,B DIVISION,S Fkln,1,5169,5192,99.5570108
2018-05-01,B DIVISION,S Rock,1,3171,3276,96.7948718
2018-05-01,Systemwide,Systemwide,1,120487,181633,66.3354126
2018-06-01,A DIVISION,1,1,6991,9575,73.0130548
2018-06-01,A DIVISION,2,1,4394,7555,58.1601588
2018-06-01,A DIVISION,3,1,4282,6034,70.9645343
2018-06-01,A DIVISION,4,1,4674,8102,57.6894594
2018-06-01,A DIVISION,5,1,4395,6857,64.0950853
2018-06-01,A DIVISION,6,1,7105,11728,60.5815143
2018-06-01,A DIVISION,7,1,8092,13248,61.0809179
2018-06-01,A DIVISION,S 42nd,1,12552,12596,99.6506828
2018-06-01,B DIVISION,A,1,4271,7753,55.0883529
2018-06-01,B DIVISION,B,1,2534,4012,63.1605184
2018-06-01,B DIVISION,C,1,2773,4200,66.0238095
2018-06-01,B DIVISION,D,1,5307,8137,65.2205973
2018-06-01,B DIVISION,E,1,4834,8472,57.0585458
2018-06-01,B DIVISION,F,1,3764,8046,46.7810092
2018-06-01,B DIVISION,G,1,4454,5945,74.9201009
2018-06-01,B DIVISION,JZ,1,3842,5858,65.5855241
2018-06-01,B DIVISION,L,1,10492,11336,92.554693
2018-06-01,B DIVISION,M,1,3604,5671,63.5514019
2018-06-01,B DIVISION,N,1,5085,9681,52.5255655
2018-06-01,B DIVISION,Q,1,4358,6593,66.1004095
2018-06-01,B DIVISION,R,1,3425,5895,58.1000848
2018-06-01,B DIVISION,S Fkln,1,4942,4956,99.7175141
2018-06-01,B DIVISION,S Rock,1,3366,3528,95.4081633
2018-06-01,Systemwide,Systemwide,1,119536,175778,68.0039595
2018-07-01,A DIVISION,1,1,6744,9823,68.655197
2018-07-01,A DIVISION,2,1,3499,7469,46.8469675
2018-07-01,A DIVISION,3,1,3698,5803,63.7256591
2018-07-01,A DIVISION,4,1,4426,7934,55.7852281
2018-07-01,A DIVISION,5,1,4116,6909,59.5744681
2018-07-01,A DIVISION,6,1,7947,12019,66.1203095
2018-07-01,A DIVISION,7,1,9197,13168,69.8435601
2018-07-01,A DIVISION,S 42nd,1,12794,12838,99.6572675
2018-07-01,B DIVISION,A,1,4128,7628,54.1164132
2018-07-01,B DIVISION,B,1,2488,4061,61.2656981
2018-07-01,B DIVISION,C,1,2699,4200,64.2619048
2018-07-01,B DIVISION,D,1,2551,5587,45.6595669
2018-07-01,B DIVISION,E,1,4701,8470,55.501771
2018-07-01,B DIVISION,F,1,3989,8200,48.6463415
2018-07-01,B DIVISION,G,1,4316,6027,71.6110835
2018-07-01,B DIVISION,JZ,1,3548,5911,60.0236847
2018-07-01,B DIVISION,L,1,10210,11503,88.7594541
2018-07-01,B DIVISION,M,1,3281,5628,58.2977967
2018-07-01,B DIVISION,N,1,5902,10130,58.2625864
2018-07-01,B DIVISION,Q,1,4807,6617,72.6462143
2018-07-01,B DIVISION,R,1,2900,5973,48.5518165
2018-07-01,B DIVISION,S Fkln,1,4952,4956,99.9192897
2018-07-01,B DIVISION,S Rock,1,3272,3614,90.5368013
2018-07-01,Systemwide,Systemwide,1,116165,174468,66.5824105
2018-08-01,A DIVISION,1,1,7866,10628,74.0120436
2018-08-01,A DIVISION,2,1,4655,8124,57.2993599
2018-08-01,A DIVISION,3,1,4524,6032,75
2018-08-01,A DIVISION,4,1,5679,8826,64.3439836
2018-08-01,A DIVISION,5,1,5009,7305,68.5694729
2018-08-01,A DIVISION,6,1,8980,12868,69.7855144
2018-08-01,A DIVISION,7,1,10411,14486,71.8693911
2018-08-01,A DIVISION,S 42nd,1,14010,14077,99.5240463
2018-08-01,B DIVISION,A,1,4470,8304,53.8294797
2018-08-01,B DIVISION,B,1,2492,4464,55.8243727
2018-08-01,B DIVISION,C,1,2746,4544,60.431338
2018-08-01,B DIVISION,D,1,6134,9393,65.3039497
2018-08-01,B DIVISION,E,1,4894,9287,52.6973188
2018-08-01,B DIVISION,F,1,4501,8842,50.9047726
2018-08-01,B DIVISION,G,1,4753,6506,73.0556409
2018-08-01,B DIVISION,JZ,1,3692,6466,57.0986699
2018-08-01,B DIVISION,L,1,11559,12687,91.1090092
2018-08-01,B DIVISION,M,1,3806,6157,61.8158193
2018-08-01,B DIVISION,N,1,5720,10692,53.4979423
2018-08-01,B DIVISION,Q,1,4888,7245,67.4672187
2018-08-01,B DIVISION,R,1,2710,6525,41.532567
2018-08-01,B DIVISION,S Fkln,1,5354,5392,99.2952522
2018-08-01,B DIVISION,S Rock,1,3732,3956,94.3377148
2018-08-01,Systemwide,Systemwide,1,132585,192806,68.7660135
2018-09-01,A DIVISION,1,1,6273,8603,72.9164245
2018-09-01,A DIVISION,2,1,3775,6605,57.1536715
2018-09-01,A DIVISION,3,1,3808,5265,72.3266857
2018-09-01,A DIVISION,4,1,4559,7634,59.7196751
2018-09-01,A DIVISION,5,1,3734,6095,61.2633306
2018-09-01,A DIVISION,6,1,7351,10701,68.6945145
2018-09-01,A DIVISION,7,1,9441,11953,78.9843554
2018-09-01,A DIVISION,S 42nd,1,11329,11377,99.5780962
2018-09-01,B DIVISION,A,1,3858,6746,57.1894456
2018-09-01,B DIVISION,B,1,2018,3628,55.6229327
2018-09-01,B DIVISION,C,1,2311,3799,60.8317978
2018-09-01,B DIVISION,D,1,4788,7262,65.9322501
2018-09-01,B DIVISION,E,1,4712,7673,61.4101395
2018-09-01,B DIVISION,F,1,3553,7054,50.3685852
2018-09-01,B DIVISION,G,1,3948,5330,74.0712946
2018-09-01,B DIVISION,JZ,1,2900,5287,54.8515226
2018-09-01,B DIVISION,L,1,9272,10014,92.5903735
2018-09-01,B DIVISION,M,1,3373,5103,66.0983735
2018-09-01,B DIVISION,N,1,4733,8647,54.7357465
2018-09-01,B DIVISION,Q,1,3835,5984,64.0875668
2018-09-01,B DIVISION,R,1,2536,5414,46.841522
2018-09-01,B DIVISION,S Fkln,1,4398,4416,99.5923913
2018-09-01,B DIVISION,S Rock,1,3061,3193,95.8659568
2018-09-01,Systemwide,Systemwide,1,109566,157783,69.440941
2018-10-01,A DIVISION,1,1,8156,10701,76.217176
2018-10-01,A DIVISION,2,1,4802,7855,61.1330363
2018-10-01,A DIVISION,3,1,4726,6469,73.0561138
2018-10-01,A DIVISION,4,1,5330,8513,62.6101257
2018-10-01,A DIVISION,5,1,5159,7500,68.7866667
2018-10-01,A DIVISION,6,1,8768,12792,68.5428393
2018-10-01,A DIVISION,7,1,11014,14451,76.2161788
2018-10-01,A DIVISION,S 42nd,1,14278,14370,99.3597773
2018-10-01,B DIVISION,A,1,4579,8482,53.9849092
2018-10-01,B DIVISION,B,1,2439,4370,55.812357
2018-10-01,B DIVISION,C,1,2918,4600,63.4347826
2018-10-01,B DIVISION,D,1,3277,6239,52.524443
2018-10-01,B DIVISION,E,1,5924,9292,63.7537667
2018-10-01,B DIVISION,F,1,5056,8832,57.2463768
2018-10-01,B DIVISION,G,1,4524,6441,70.2375408
2018-10-01,B DIVISION,JZ,1,3500,6457,54.204739
2018-10-01,B DIVISION,L,1,11091,11905,93.1625367
2018-10-01,B DIVISION,M,1,4132,6235,66.2710505
2018-10-01,B DIVISION,N,1,3609,6259,57.6609682
2018-10-01,B DIVISION,Q,1,5195,7494,69.3221244
2018-10-01,B DIVISION,R,1,3086,6435,47.956488
2018-10-01,B DIVISION,S Fkln,1,5419,5428,99.8341931
2018-10-01,B DIVISION,S Rock,1,3646,3864,94.3581781
2018-10-01,Systemwide,Systemwide,1,130628,184984,70.615837
2018-11-01,A DIVISION,1,1,7419,9970,74.4132397
2018-11-01,A DIVISION,2,1,4213,6906,61.0049233
2018-11-01,A DIVISION,3,1,4643,6315,73.5233571
2018-11-01,A DIVISION,4,1,4969,7911,62.8112754
2018-11-01,A DIVISION,5,1,4976,6849,72.652942
2018-11-01,A DIVISION,6,1,7931,11737,67.5726336
2018-11-01,A DIVISION,7,1,9902,13240,74.7885196
2018-11-01,A DIVISION,S 42nd,1,12864,12912,99.6282528
2018-11-01,B DIVISION,A,1,4100,7837,52.3159372
2018-11-01,B DIVISION,B,1,2070,4070,50.8599509
2018-11-01,B DIVISION,C,1,2586,4200,61.5714286
2018-11-01,B DIVISION,D,1,3191,5850,54.5470085
2018-11-01,B DIVISION,E,1,5620,8588,65.440149
2018-11-01,B DIVISION,F,1,4192,8205,51.0907983
2018-11-01,B DIVISION,G,1,4060,5882,69.0241414
2018-11-01,B DIVISION,JZ,1,3510,5861,59.8873912
2018-11-01,B DIVISION,L,1,10496,11053,94.9606442
2018-11-01,B DIVISION,M,1,3185,5642,56.4516129
2018-11-01,B DIVISION,N,1,5439,8948,60.7845329
2018-11-01,B DIVISION,Q,1,4672,6692,69.8147041
2018-11-01,B DIVISION,R,1,2778,5937,46.7913087
2018-11-01,B DIVISION,S Fkln,1,4573,4616,99.0684575
2018-11-01,B DIVISION,S Rock,1,3394,3528,96.2018141
2018-11-01,Systemwide,Systemwide,1,120783,172749,69.918205
2018-12-01,A DIVISION,1,1,7225,9260,78.0237581
2018-12-01,A DIVISION,2,1,4238,6845,61.9138057
2018-12-01,A DIVISION,3,1,4379,5916,74.0196078
2018-12-01,A DIVISION,4,1,4649,7533,61.7151201
2018-12-01,A DIVISION,5,1,4592,6552,70.0854701
2018-12-01,A DIVISION,6,1,8078,11142,72.5004488
2018-12-01,A DIVISION,7,1,10804,12607,85.6984215
2018-12-01,A DIVISION,S 42nd,1,12209,12234,99.7956515
2018-12-01,B DIVISION,A,1,4419,7700,57.3896104
2018-12-01,B DIVISION,B,1,2417,3928,61.5325866
2018-12-01,B DIVISION,C,1,2524,4023,62.7392493
2018-12-01,B DIVISION,D,1,3391,5597,60.5860282
2018-12-01,B DIVISION,E,1,5250,8196,64.0556369
2018-12-01,B DIVISION,F,1,3361,7841,42.8644306
2018-12-01,B DIVISION,G,1,4336,5588,77.5948461
2018-12-01,B DIVISION,JZ,1,3315,5584,59.3660458
2018-12-01,B DIVISION,L,1,9404,10444,90.0421295
2018-12-01,B DIVISION,M,1,3450,5188,66.4996145
2018-12-01,B DIVISION,N,1,5767,9203,62.6643486
2018-12-01,B DIVISION,Q,1,5056,6444,78.4605835
2018-12-01,B DIVISION,R,1,3245,5543,58.5423056
2018-12-01,B DIVISION,S Fkln,1,4699,4720,99.5550847
2018-12-01,B DIVISION,S Rock,1,3235,3360,96.2797619
2018-12-01,Systemwide,Systemwide,1,120043,165448,72.5563319
2019-01-01,A DIVISION,1,1,8646,10164,85.0649351
2019-01-01,A DIVISION,2,1,5225,7222,72.34838
2019-01-01,A DIVISION,3,1,5103,6176,82.6262953
2019-01-01,A DIVISION,4,1,5371,8136,66.0152409
2019-01-01,A DIVISION,5,1,5374,7222,74.4115204
2019-01-01,A DIVISION,6,1,8831,12238,72.1604837
2019-01-01,A DIVISION,7,1,11992,13694,87.5711991
2019-01-01,A DIVISION,S 42nd,1,14249,14270,99.8528381
2019-01-01,B DIVISION,A,1,5074,8367,60.6430023
2019-01-01,B DIVISION,B,1,2711,4326,62.6675913
2019-01-01,B DIVISION,C,1,3009,4400,68.3863636
2019-01-01,B DIVISION,D,1,4150,6158,67.3920104
2019-01-01,B DIVISION,E,1,6585,9007,73.1098035
2019-01-01,B DIVISION,F,1,4610,8623,53.4616723
2019-01-01,B DIVISION,G,1,4518,6160,73.3441558
2019-01-01,B DIVISION,JZ,1,4093,6141,66.6503827
2019-01-01,B DIVISION,L,1,10394,11522,90.210033
2019-01-01,B DIVISION,M,1,4037,5765,70.0260191
2019-01-01,B DIVISION,N,1,6815,10152,67.1296296
2019-01-01,B DIVISION,Q,1,5729,6930,82.6695527
2019-01-01,B DIVISION,R,1,4162,6209,67.0317281
2019-01-01,B DIVISION,S Fkln,1,5161,5192,99.4029276
2019-01-01,B DIVISION,S Rock,1,3600,3696,97.4025974
2019-01-01,Systemwide,Systemwide,1,139439,181770,76.7117786
2019-02-01,A DIVISION,1,1,7336,8778,83.5725678
2019-02-01,A DIVISION,2,1,4550,6307,72.1420644
2019-02-01,A DIVISION,3,1,4706,5525,85.1764706
2019-02-01,A DIVISION,4,1,5220,7426,70.2935632
2019-02-01,A DIVISION,5,1,4712,6214,75.8287737
2019-02-01,A DIVISION,6,1,7883,10591,74.4311208
2019-02-01,A DIVISION,7,1,10622,11951,88.8795917
2019-02-01,A DIVISION,S 42nd,1,11770,11794,99.7965067
2019-02-01,B DIVISION,A,1,4406,7105,62.0126671
2019-02-01,B DIVISION,B,1,2144,3702,57.9146407
2019-02-01,B DIVISION,C,1,2566,3800,67.5263158
2019-02-01,B DIVISION,D,1,2948,5234,56.3240352
2019-02-01,B DIVISION,E,1,5840,7788,74.9871597
2019-02-01,B DIVISION,F,1,3885,7442,52.2037087
2019-02-01,B DIVISION,G,1,3835,5324,72.0323065
2019-02-01,B DIVISION,JZ,1,3483,5299,65.7293829
2019-02-01,B DIVISION,L,1,8873,10137,87.5308277
2019-02-01,B DIVISION,M,1,3529,5159,68.4047296
2019-02-01,B DIVISION,N,1,3443,5126,67.167382
2019-02-01,B DIVISION,Q,1,4831,6209,77.80641
2019-02-01,B DIVISION,R,1,3674,5377,68.328064
2019-02-01,B DIVISION,S Fkln,1,4481,4484,99.9330955
2019-02-01,B DIVISION,S Rock,1,3108,3193,97.3379267
2019-02-01,Systemwide,Systemwide,1,117845,153965,76.5401228
2019-03-01,A DIVISION,1,1,8343,9702,85.9925788
2019-03-01,A DIVISION,2,1,4878,6780,71.9469027
2019-03-01,A DIVISION,3,1,4970,6240,79.6474359
2019-03-01,A DIVISION,4,1,5934,8034,73.8610904
2019-03-01,A DIVISION,5,1,5435,6894,78.8366696
2019-03-01,A DIVISION,6,1,8951,11862,75.4594503
2019-03-01,A DIVISION,7,1,12046,13237,91.002493
2019-03-01,A DIVISION,S 42nd,1,12802,12844,99.6729991
2019-03-01,B DIVISION,A,1,4975,7897,62.9986071
2019-03-01,B DIVISION,B,1,2440,4016,60.7569721
2019-03-01,B DIVISION,C,1,2800,4088,68.4931507
2019-03-01,B DIVISION,D,1,3524,5754,61.2443518
2019-03-01,B DIVISION,E,1,6011,8609,69.822279
2019-03-01,B DIVISION,F,1,4610,8226,56.0418186
2019-03-01,B DIVISION,G,1,4585,5873,78.0691299
2019-03-01,B DIVISION,JZ,1,4320,5855,73.7830914
2019-03-01,B DIVISION,L,1,9883,10890,90.7529844
2019-03-01,B DIVISION,M,1,4014,5695,70.4828797
2019-03-01,B DIVISION,N,1,4067,5637,72.1483058
2019-03-01,B DIVISION,Q,1,5425,6633,81.7880295
2019-03-01,B DIVISION,R,1,4027,5943,67.7603904
2019-03-01,B DIVISION,S Fkln,1,4935,4956,99.5762712
2019-03-01,B DIVISION,S Rock,1,3444,3528,97.6190476
2019-03-01,Systemwide,Systemwide,1,132419,169193,78.2650582
2019-04-01,A DIVISION,1,1,8830,10143,87.0551119
2019-04-01,A DIVISION,1,2,2138,2336,91.5239726
2019-04-01,A DIVISION,2,1,5420,7128,76.0381594
2019-04-01,A DIVISION,2,2,1022,1900,53.7894737
2019-04-01,A DIVISION,3,1,5335,6208,85.9375
2019-04-01,A DIVISION,3,2,913,1580,57.7848101
2019-04-01,A DIVISION,4,1,6163,8139,75.7218331
2019-04-01,A DIVISION,4,2,1589,2140,74.2523364
2019-04-01,A DIVISION,5,1,5887,7229,81.4358832
2019-04-01,A DIVISION,5,2,1288,1549,83.1504196
2019-04-01,A DIVISION,6,1,9401,12512,75.1358696
2019-04-01,A DIVISION,6,2,2360,3101,76.1044824
2019-04-01,A DIVISION,7,1,12444,13919,89.4029744
2019-04-01,A DIVISION,7,2,2600,2840,91.5492958
2019-04-01,A DIVISION,S 42nd,1,13430,13454,99.8216144
2019-04-01,A DIVISION,S 42nd,2,2727,2728,99.9633431
2019-04-01,B DIVISION,A,1,5432,8158,66.5849473
2019-04-01,B DIVISION,A,2,1985,2488,79.7829582
2019-04-01,B DIVISION,B,1,2813,4344,64.7559853
2019-04-01,B DIVISION,C,1,3205,4288,74.7434701
2019-04-01,B DIVISION,C,2,965,1314,73.4398782
2019-04-01,B DIVISION,D,1,3798,6029,62.9955216
2019-04-01,B DIVISION,D,2,1120,1680,66.6666667
2019-04-01,B DIVISION,E,1,6933,9023,76.8369722
2019-04-01,B DIVISION,E,2,1432,1695,84.4837758
2019-04-01,B DIVISION,F,1,5624,8904,63.1626235
2019-04-01,B DIVISION,F,2,1301,1674,77.7180406
2019-04-01,B DIVISION,G,1,5251,6439,81.5499301
2019-04-01,B DIVISION,G,2,1241,1446,85.8229599
2019-04-01,B DIVISION,JZ,1,4701,6143,76.5261273
2019-04-01,B DIVISION,JZ,2,1627,1800,90.3888889
2019-04-01,B DIVISION,L,1,10109,11094,91.1213268
2019-04-01,B DIVISION,L,2,2618,2862,91.4744934
2019-04-01,B DIVISION,M,1,4411,5965,73.9480302
2019-04-01,B DIVISION,M,2,1231,1353,90.9830007
2019-04-01,B DIVISION,N,1,6462,9432,68.5114504
2019-04-01,B DIVISION,N,2,1229,1692,72.6359338
2019-04-01,B DIVISION,Q,1,5724,6934,82.5497548
2019-04-01,B DIVISION,Q,2,1685,2008,83.9143426
2019-04-01,B DIVISION,R,1,3907,6224,62.7731362
2019-04-01,B DIVISION,R,2,1337,1720,77.7325581
2019-04-01,B DIVISION,S Fkln,1,5184,5192,99.8459168
2019-04-01,B DIVISION,S Fkln,2,1682,1696,99.1745283
2019-04-01,B DIVISION,S Rock,1,3579,3696,96.8344156
2019-04-01,B DIVISION,S Rock,2,1183,1200,98.5833333
2019-04-01,Systemwide,Systemwide,1,144043,180597,79.7593537
2019-04-01,Systemwide,Systemwide,2,35273,42802,82.4097005
2019-05-01,A DIVISION,1,1,8510,10157,83.7845821
2019-05-01,A DIVISION,1,2,2353,2610,90.1532567
2019-05-01,A DIVISION,2,1,5249,7128,73.6391695
2019-05-01,A DIVISION,2,2,974,2146,45.3867661
2019-05-01,A DIVISION,3,1,5190,6326,82.0423648
2019-05-01,A DIVISION,3,2,831,1254,66.2679426
2019-05-01,A DIVISION,4,1,6006,8120,73.9655172
2019-05-01,A DIVISION,4,2,1543,2388,64.6147404
2019-05-01,A DIVISION,5,1,5722,7184,79.6492205
2019-05-01,A DIVISION,5,2,1569,1857,84.4911147
2019-05-01,A DIVISION,6,1,9579,12575,76.1749503
2019-05-01,A DIVISION,6,2,2893,3372,85.7947805
2019-05-01,A DIVISION,7,1,13046,14423,90.4527491
2019-05-01,A DIVISION,7,2,2749,3208,85.69202
2019-05-01,A DIVISION,S 42nd,1,13420,13454,99.7472871
2019-05-01,A DIVISION,S 42nd,2,3252,3253,99.9692591
2019-05-01,B DIVISION,A,1,5529,8373,66.0336797
2019-05-01,B DIVISION,A,2,2407,2742,87.7826404
2019-05-01,B DIVISION,B,1,2726,4292,63.5135135
2019-05-01,B DIVISION,C,1,3292,4400,74.8181818
2019-05-01,B DIVISION,C,2,1337,1548,86.369509
2019-05-01,B DIVISION,D,1,3804,6028,63.1055076
2019-05-01,B DIVISION,D,2,1599,1886,84.7826087
2019-05-01,B DIVISION,E,1,7059,9020,78.2594235
2019-05-01,B DIVISION,E,2,1754,1894,92.6082365
2019-05-01,B DIVISION,F,1,5573,8621,64.6444728
2019-05-01,B DIVISION,F,2,1687,1874,90.0213447
2019-05-01,B DIVISION,G,1,4719,6380,73.9655172
2019-05-01,B DIVISION,G,2,1816,2318,78.3433995
2019-05-01,B DIVISION,JZ,1,4268,6138,69.5340502
2019-05-01,B DIVISION,JZ,2,1849,2004,92.2654691
2019-05-01,B DIVISION,L,1,9777,10670,91.6307404
2019-05-01,B DIVISION,L,2,2319,2358,98.346056
2019-05-01,B DIVISION,M,1,4232,6087,69.5252177
2019-05-01,B DIVISION,M,2,2197,2479,88.6244453
2019-05-01,B DIVISION,N,1,7133,9911,71.9705378
2019-05-01,B DIVISION,N,2,1453,1889,76.9190048
2019-05-01,B DIVISION,Q,1,5968,6930,86.1183261
2019-05-01,B DIVISION,Q,2,2023,2328,86.8986254
2019-05-01,B DIVISION,R,1,4328,6219,69.5931822
2019-05-01,B DIVISION,R,2,1535,1944,78.9609053
2019-05-01,B DIVISION,S Fkln,1,4907,4920,99.7357724
2019-05-01,B DIVISION,S Fkln,2,1668,1668,100
2019-05-01,B DIVISION,S Rock,1,3106,3256,95.3931204
2019-05-01,B DIVISION,S Rock,2,1423,1467,97.0006817
2019-05-01,Systemwide,Systemwide,1,143143,180612,79.2544238
2019-05-01,Systemwide,Systemwide,2,41231,48487,85.0351641
2019-06-01,A DIVISION,1,1,7841,9489,82.6325219
2019-06-01,A DIVISION,1,2,2801,2976,94.1196237
2019-06-01,A DIVISION,2,1,4901,6480,75.632716
2019-06-01,A DIVISION,2,2,1209,2456,49.2263844
2019-06-01,A DIVISION,3,1,4831,5896,81.9369064
2019-06-01,A DIVISION,3,2,1372,2090,65.645933
2019-06-01,A DIVISION,4,1,5510,7451,73.9498054
2019-06-01,A DIVISION,4,2,1801,2670,67.4531835
2019-06-01,A DIVISION,5,1,5321,6527,81.5229049
2019-06-01,A DIVISION,5,2,1347,1647,81.7850638
2019-06-01,A DIVISION,6,1,8911,11235,79.3146417
2019-06-01,A DIVISION,6,2,2672,3282,81.4137721
2019-06-01,A DIVISION,7,1,11826,13113,90.1853123
2019-06-01,A DIVISION,7,2,3385,3799,89.1023954
2019-06-01,A DIVISION,S 42nd,1,12222,12234,99.9019127
2019-06-01,A DIVISION,S 42nd,2,3468,3470,99.9423631
2019-06-01,B DIVISION,A,1,4935,7524,65.5901116
2019-06-01,B DIVISION,A,2,2339,2885,81.0745234
2019-06-01,B DIVISION,B,1,2705,3848,70.2962578
2019-06-01,B DIVISION,C,1,2968,4000,74.2
2019-06-01,B DIVISION,C,2,1377,1659,83.0018083
2019-06-01,B DIVISION,D,1,3688,5479,67.3115532
2019-06-01,B DIVISION,D,2,1707,2100,81.2857143
2019-06-01,B DIVISION,E,1,6499,8194,79.3141323
2019-06-01,B DIVISION,E,2,1841,2100,87.6666667
2019-06-01,B DIVISION,F,1,5346,7838,68.206175
2019-06-01,B DIVISION,F,2,1721,2090,82.3444976
2019-06-01,B DIVISION,G,1,4700,5790,81.1744387
2019-06-01,B DIVISION,G,2,2167,2544,85.1808176
2019-06-01,B DIVISION,JZ,1,4546,5579,81.4841369
2019-06-01,B DIVISION,JZ,2,1922,2240,85.8035714
