month,division,line,day_type,category,count
6/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
6/1/2016,B DIVISION,F,1,Subway Car,1
6/1/2016,B DIVISION,F,1,Track,2
6/1/2016,B DIVISION,G,1,Signals,1
6/1/2016,B DIVISION,JZ,1,Stations and Structure,1
6/1/2016,B DIVISION,L,1,Stations and Structure,1
6/1/2016,B DIVISION,L,1,Track,1
6/1/2016,B DIVISION,L,2,Track,1
6/1/2016,B DIVISION,M,1,Track,2
6/1/2016,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
6/1/2016,B DIVISION,Q,1,Signals,1
6/1/2016,B DIVISION,Q,1,Stations and Structure,1
6/1/2016,B DIVISION,Q,1,Track,3
6/1/2016,B DIVISION,Q,2,Signals,1
6/1/2016,B DIVISION,R,1,Other,1
6/1/2016,B DIVISION,R,1,Signals,1
6/1/2016,B DIVISION,R,1,Subway Car,1
6/1/2016,B DIVISION,R,1,Track,3
6/1/2016,B DIVISION,S Rock,1,Persons on Trackbed/Police/Medical,1
6/1/2016,Systemwide,Systemwide,1,Other,5
6/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,17
6/1/2016,Systemwide,Systemwide,1,Signals,21
6/1/2016,Systemwide,Systemwide,1,Stations and Structure,8
6/1/2016,Systemwide,Systemwide,1,Subway Car,4
6/1/2016,Systemwide,Systemwide,1,Track,28
6/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
6/1/2016,Systemwide,Systemwide,2,Signals,1
6/1/2016,Systemwide,Systemwide,2,Subway Car,2
6/1/2016,Systemwide,Systemwide,2,Track,3
7/1/2016,A DIVISION,1,1,Signals,1
7/1/2016,A DIVISION,2,1,Other,1
7/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
7/1/2016,A DIVISION,2,1,Signals,2
7/1/2016,A DIVISION,2,1,Stations and Structure,1
7/1/2016,A DIVISION,2,2,Track,1
7/1/2016,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
7/1/2016,A DIVISION,3,1,Signals,1
7/1/2016,A DIVISION,3,1,Stations and Structure,1
7/1/2016,A DIVISION,3,1,Subway Car,1
7/1/2016,A DIVISION,3,1,Track,1
7/1/2016,A DIVISION,4,1,Other,1
7/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
7/1/2016,A DIVISION,4,1,Signals,1
7/1/2016,A DIVISION,4,1,Subway Car,1
7/1/2016,A DIVISION,4,2,Signals,1
7/1/2016,A DIVISION,4,2,Track,1
7/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
7/1/2016,A DIVISION,5,1,Signals,2
7/1/2016,A DIVISION,5,1,Subway Car,1
7/1/2016,A DIVISION,5,1,Track,1
7/1/2016,A DIVISION,6,1,Other,1
7/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
7/1/2016,A DIVISION,6,1,Signals,1
7/1/2016,A DIVISION,6,1,Stations and Structure,1
7/1/2016,A DIVISION,6,1,Track,4
7/1/2016,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
7/1/2016,A DIVISION,7,1,Subway Car,1
7/1/2016,A DIVISION,7,2,Other,1
7/1/2016,A DIVISION,S 42nd,1,Track,1
7/1/2016,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
7/1/2016,B DIVISION,A,1,Track,1
7/1/2016,B DIVISION,B,1,Signals,1
7/1/2016,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
7/1/2016,B DIVISION,E,1,Signals,5
7/1/2016,B DIVISION,E,2,Track,1
7/1/2016,B DIVISION,F,1,Signals,4
7/1/2016,B DIVISION,F,1,Stations and Structure,1
7/1/2016,B DIVISION,F,1,Track,1
7/1/2016,B DIVISION,JZ,1,Subway Car,1
7/1/2016,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
7/1/2016,B DIVISION,L,1,Signals,1
7/1/2016,B DIVISION,L,1,Track,1
7/1/2016,B DIVISION,L,2,Other,1
7/1/2016,B DIVISION,M,1,Signals,2
7/1/2016,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
7/1/2016,B DIVISION,N,1,Signals,2
7/1/2016,B DIVISION,N,1,Stations and Structure,1
7/1/2016,B DIVISION,N,1,Subway Car,1
7/1/2016,B DIVISION,N,1,Track,3
7/1/2016,B DIVISION,N,2,Signals,1
7/1/2016,B DIVISION,Q,1,Signals,3
7/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
7/1/2016,B DIVISION,R,1,Subway Car,1
7/1/2016,Systemwide,Systemwide,1,Other,3
7/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,14
7/1/2016,Systemwide,Systemwide,1,Signals,26
7/1/2016,Systemwide,Systemwide,1,Stations and Structure,5
7/1/2016,Systemwide,Systemwide,1,Subway Car,7
7/1/2016,Systemwide,Systemwide,1,Track,13
7/1/2016,Systemwide,Systemwide,2,Other,2
7/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
7/1/2016,Systemwide,Systemwide,2,Signals,2
7/1/2016,Systemwide,Systemwide,2,Track,4
8/1/2016,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
8/1/2016,A DIVISION,1,2,Stations and Structure,1
8/1/2016,A DIVISION,2,1,Signals,2
8/1/2016,A DIVISION,2,1,Track,4
8/1/2016,A DIVISION,3,1,Signals,1
8/1/2016,A DIVISION,3,1,Subway Car,1
8/1/2016,A DIVISION,3,1,Track,1
8/1/2016,A DIVISION,4,1,Other,1
8/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,3
8/1/2016,A DIVISION,4,1,Signals,2
8/1/2016,A DIVISION,4,1,Track,1
8/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,4
8/1/2016,A DIVISION,5,1,Signals,3
8/1/2016,A DIVISION,5,1,Subway Car,1
8/1/2016,A DIVISION,5,1,Track,2
8/1/2016,A DIVISION,6,1,Other,1
8/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
8/1/2016,A DIVISION,6,2,Signals,1
8/1/2016,A DIVISION,7,1,Other,1
8/1/2016,A DIVISION,7,1,Track,1
8/1/2016,A DIVISION,S 42nd,1,Subway Car,1
8/1/2016,B DIVISION,A,1,Subway Car,1
8/1/2016,B DIVISION,A,1,Track,1
8/1/2016,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
8/1/2016,B DIVISION,B,1,Stations and Structure,1
8/1/2016,B DIVISION,D,1,Signals,1
8/1/2016,B DIVISION,D,1,Track,1
8/1/2016,B DIVISION,E,1,Signals,1
8/1/2016,B DIVISION,F,1,Signals,2
8/1/2016,B DIVISION,F,1,Track,1
8/1/2016,B DIVISION,G,1,Track,1
8/1/2016,B DIVISION,JZ,1,Track,1
8/1/2016,B DIVISION,L,1,Track,2
8/1/2016,B DIVISION,M,1,Persons on Trackbed/Police/Medical,2
8/1/2016,B DIVISION,M,1,Signals,1
8/1/2016,B DIVISION,M,2,Track,1
8/1/2016,B DIVISION,N,1,Signals,1
8/1/2016,B DIVISION,N,1,Subway Car,1
8/1/2016,B DIVISION,N,1,Track,1
8/1/2016,B DIVISION,Q,1,Track,1
8/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
8/1/2016,B DIVISION,R,1,Signals,1
8/1/2016,B DIVISION,R,1,Track,1
8/1/2016,Systemwide,Systemwide,1,Other,3
8/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
8/1/2016,Systemwide,Systemwide,1,Signals,15
8/1/2016,Systemwide,Systemwide,1,Stations and Structure,1
8/1/2016,Systemwide,Systemwide,1,Subway Car,5
8/1/2016,Systemwide,Systemwide,1,Track,19
8/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
8/1/2016,Systemwide,Systemwide,2,Signals,1
8/1/2016,Systemwide,Systemwide,2,Stations and Structure,1
8/1/2016,Systemwide,Systemwide,2,Track,1
9/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
9/1/2016,A DIVISION,1,1,Signals,1
9/1/2016,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
9/1/2016,A DIVISION,1,2,Track,1
9/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
9/1/2016,A DIVISION,2,1,Signals,3
9/1/2016,A DIVISION,2,1,Subway Car,2
9/1/2016,A DIVISION,2,1,Track,1
9/1/2016,A DIVISION,2,2,Other,1
9/1/2016,A DIVISION,3,1,Signals,3
9/1/2016,A DIVISION,3,1,Subway Car,1
9/1/2016,A DIVISION,3,1,Track,1
9/1/2016,A DIVISION,3,2,Other,1
9/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
9/1/2016,A DIVISION,4,1,Signals,4
9/1/2016,A DIVISION,4,1,Subway Car,1
9/1/2016,A DIVISION,5,1,Other,1
9/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
9/1/2016,A DIVISION,5,1,Signals,1
9/1/2016,A DIVISION,5,1,Track,2
9/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
9/1/2016,A DIVISION,6,1,Signals,1
9/1/2016,A DIVISION,6,2,Other,1
9/1/2016,A DIVISION,7,1,Signals,2
9/1/2016,B DIVISION,A,1,Signals,1
9/1/2016,B DIVISION,A,1,Track,1
9/1/2016,B DIVISION,B,1,Signals,1
9/1/2016,B DIVISION,B,1,Track,1
9/1/2016,B DIVISION,C,1,Subway Car,1
9/1/2016,B DIVISION,D,1,Signals,1
9/1/2016,B DIVISION,D,1,Track,1
9/1/2016,B DIVISION,D,2,Signals,1
9/1/2016,B DIVISION,E,1,Other,2
9/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
9/1/2016,B DIVISION,E,1,Track,2
9/1/2016,B DIVISION,E,2,Stations and Structure,1
9/1/2016,B DIVISION,F,1,Signals,2
9/1/2016,B DIVISION,F,1,Track,1
9/1/2016,B DIVISION,F,2,Persons on Trackbed/Police/Medical,1
9/1/2016,B DIVISION,F,2,Track,1
9/1/2016,B DIVISION,JZ,1,Signals,3
9/1/2016,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
9/1/2016,B DIVISION,L,1,Signals,1
9/1/2016,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
9/1/2016,B DIVISION,L,2,Signals,1
9/1/2016,B DIVISION,M,1,Signals,1
9/1/2016,B DIVISION,N,1,Signals,1
9/1/2016,B DIVISION,N,2,Other,1
9/1/2016,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
9/1/2016,B DIVISION,Q,1,Signals,3
9/1/2016,B DIVISION,Q,1,Subway Car,1
9/1/2016,B DIVISION,Q,2,Other,1
9/1/2016,B DIVISION,R,1,Other,1
9/1/2016,B DIVISION,R,1,Signals,1
9/1/2016,B DIVISION,R,2,Other,1
9/1/2016,Systemwide,Systemwide,1,Other,4
9/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,16
9/1/2016,Systemwide,Systemwide,1,Signals,30
9/1/2016,Systemwide,Systemwide,1,Subway Car,6
9/1/2016,Systemwide,Systemwide,1,Track,10
9/1/2016,Systemwide,Systemwide,2,Other,7
9/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,4
9/1/2016,Systemwide,Systemwide,2,Signals,2
9/1/2016,Systemwide,Systemwide,2,Stations and Structure,1
9/1/2016,Systemwide,Systemwide,2,Track,2
10/1/2016,A DIVISION,1,1,Signals,4
10/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
10/1/2016,A DIVISION,2,1,Signals,1
10/1/2016,A DIVISION,3,1,Signals,1
10/1/2016,A DIVISION,3,1,Track,3
10/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
10/1/2016,A DIVISION,4,1,Signals,2
10/1/2016,A DIVISION,4,1,Subway Car,2
10/1/2016,A DIVISION,4,1,Track,2
10/1/2016,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
10/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
10/1/2016,A DIVISION,5,1,Signals,4
10/1/2016,A DIVISION,5,1,Stations and Structure,1
10/1/2016,A DIVISION,5,1,Track,1
10/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
10/1/2016,A DIVISION,6,1,Signals,4
10/1/2016,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
10/1/2016,A DIVISION,7,1,Signals,2
10/1/2016,A DIVISION,7,1,Subway Car,1
10/1/2016,A DIVISION,7,1,Track,1
10/1/2016,A DIVISION,7,2,Signals,1
10/1/2016,B DIVISION,A,1,Other,1
10/1/2016,B DIVISION,A,1,Persons on Trackbed/Police/Medical,3
10/1/2016,B DIVISION,A,1,Signals,3
10/1/2016,B DIVISION,A,1,Stations and Structure,1
10/1/2016,B DIVISION,C,2,Other,1
10/1/2016,B DIVISION,C,2,Persons on Trackbed/Police/Medical,1
10/1/2016,B DIVISION,D,1,Other,1
10/1/2016,B DIVISION,E,1,Other,1
10/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
10/1/2016,B DIVISION,E,1,Signals,2
10/1/2016,B DIVISION,E,1,Stations and Structure,1
10/1/2016,B DIVISION,E,1,Track,2
10/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
10/1/2016,B DIVISION,F,1,Signals,1
10/1/2016,B DIVISION,F,1,Subway Car,1
10/1/2016,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
10/1/2016,B DIVISION,L,1,Stations and Structure,1
10/1/2016,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
10/1/2016,B DIVISION,M,1,Track,1
10/1/2016,B DIVISION,N,1,Signals,2
10/1/2016,B DIVISION,N,1,Track,1
10/1/2016,B DIVISION,N,2,Track,1
10/1/2016,B DIVISION,Q,1,Signals,2
10/1/2016,B DIVISION,Q,1,Track,1
10/1/2016,B DIVISION,R,1,Track,1
10/1/2016,Systemwide,Systemwide,1,Other,3
10/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,18
10/1/2016,Systemwide,Systemwide,1,Signals,29
10/1/2016,Systemwide,Systemwide,1,Stations and Structure,4
10/1/2016,Systemwide,Systemwide,1,Subway Car,4
10/1/2016,Systemwide,Systemwide,1,Track,13
10/1/2016,Systemwide,Systemwide,2,Other,1
10/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
10/1/2016,Systemwide,Systemwide,2,Signals,1
10/1/2016,Systemwide,Systemwide,2,Track,1
10/1/2016,,,1,Signals,1
11/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
11/1/2016,A DIVISION,1,1,Signals,1
11/1/2016,A DIVISION,1,1,Stations and Structure,1
11/1/2016,A DIVISION,1,1,Track,1
11/1/2016,A DIVISION,2,1,Signals,2
11/1/2016,A DIVISION,2,2,Persons on Trackbed/Police/Medical,2
11/1/2016,A DIVISION,3,1,Signals,1
11/1/2016,A DIVISION,4,1,Other,1
11/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
11/1/2016,A DIVISION,4,1,Signals,1
11/1/2016,A DIVISION,4,1,Subway Car,3
11/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
11/1/2016,A DIVISION,5,1,Signals,2
11/1/2016,A DIVISION,5,1,Subway Car,1
11/1/2016,A DIVISION,5,1,Track,1
11/1/2016,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
11/1/2016,A DIVISION,6,1,Other,1
11/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
11/1/2016,A DIVISION,6,1,Signals,2
11/1/2016,A DIVISION,6,1,Subway Car,2
11/1/2016,A DIVISION,6,1,Track,1
11/1/2016,A DIVISION,7,1,Signals,2
11/1/2016,A DIVISION,7,1,Track,1
11/1/2016,B DIVISION,A,1,Signals,3
11/1/2016,B DIVISION,A,1,Track,1
11/1/2016,B DIVISION,A,2,Signals,1
11/1/2016,B DIVISION,B,1,Other,1
11/1/2016,B DIVISION,B,1,Track,1
11/1/2016,B DIVISION,C,1,Signals,2
11/1/2016,B DIVISION,C,1,Subway Car,3
11/1/2016,B DIVISION,C,2,Other,1
11/1/2016,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
11/1/2016,B DIVISION,D,1,Track,1
11/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
11/1/2016,B DIVISION,E,1,Signals,2
11/1/2016,B DIVISION,E,1,Track,1
11/1/2016,B DIVISION,F,1,Other,2
11/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
11/1/2016,B DIVISION,F,1,Signals,2
11/1/2016,B DIVISION,F,1,Track,3
11/1/2016,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
11/1/2016,B DIVISION,G,1,Track,1
11/1/2016,B DIVISION,JZ,1,Signals,2
11/1/2016,B DIVISION,JZ,2,Signals,1
11/1/2016,B DIVISION,L,1,Track,1
11/1/2016,B DIVISION,M,1,Other,1
11/1/2016,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
11/1/2016,B DIVISION,M,1,Signals,3
11/1/2016,B DIVISION,M,1,Track,1
11/1/2016,B DIVISION,N,1,Persons on Trackbed/Police/Medical,3
11/1/2016,B DIVISION,N,1,Signals,2
11/1/2016,B DIVISION,N,1,Stations and Structure,1
11/1/2016,B DIVISION,Q,1,Signals,1
11/1/2016,B DIVISION,Q,1,Track,1
11/1/2016,B DIVISION,Q,2,Track,1
11/1/2016,B DIVISION,R,1,Signals,1
11/1/2016,Systemwide,Systemwide,1,Other,6
11/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,14
11/1/2016,Systemwide,Systemwide,1,Signals,29
11/1/2016,Systemwide,Systemwide,1,Stations and Structure,2
11/1/2016,Systemwide,Systemwide,1,Subway Car,9
11/1/2016,Systemwide,Systemwide,1,Track,15
11/1/2016,Systemwide,Systemwide,2,Other,1
11/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
11/1/2016,Systemwide,Systemwide,2,Signals,2
11/1/2016,Systemwide,Systemwide,2,Track,1
12/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
12/1/2016,A DIVISION,1,1,Signals,1
12/1/2016,A DIVISION,1,1,Subway Car,1
12/1/2016,A DIVISION,1,2,Signals,1
12/1/2016,A DIVISION,2,1,Signals,1
12/1/2016,A DIVISION,2,1,Subway Car,1
12/1/2016,A DIVISION,2,1,Track,2
12/1/2016,A DIVISION,3,1,Signals,2
12/1/2016,A DIVISION,3,1,Stations and Structure,1
12/1/2016,A DIVISION,4,1,Other,1
12/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
12/1/2016,A DIVISION,4,1,Subway Car,3
12/1/2016,A DIVISION,4,1,Track,2
12/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
12/1/2016,A DIVISION,5,1,Signals,1
12/1/2016,A DIVISION,5,1,Track,1
12/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,5
12/1/2016,A DIVISION,6,1,Stations and Structure,1
12/1/2016,A DIVISION,6,1,Subway Car,2
12/1/2016,A DIVISION,6,1,Track,3
12/1/2016,A DIVISION,7,1,Other,1
12/1/2016,A DIVISION,7,1,Signals,3
12/1/2016,A DIVISION,7,1,Track,2
12/1/2016,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
12/1/2016,B DIVISION,A,1,Track,1
12/1/2016,B DIVISION,A,2,Signals,1
12/1/2016,B DIVISION,B,1,Signals,1
12/1/2016,B DIVISION,B,1,Track,1
12/1/2016,B DIVISION,D,1,Signals,1
12/1/2016,B DIVISION,D,1,Track,2
12/1/2016,B DIVISION,D,2,Other,1
12/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
12/1/2016,B DIVISION,E,1,Signals,1
12/1/2016,B DIVISION,F,1,Other,1
12/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
12/1/2016,B DIVISION,F,1,Signals,1
12/1/2016,B DIVISION,F,1,Stations and Structure,1
12/1/2016,B DIVISION,F,1,Track,2
12/1/2016,B DIVISION,F,2,Other,1
12/1/2016,B DIVISION,F,2,Persons on Trackbed/Police/Medical,1
12/1/2016,B DIVISION,F,2,Signals,1
12/1/2016,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
12/1/2016,B DIVISION,JZ,1,Signals,1
12/1/2016,B DIVISION,JZ,1,Stations and Structure,1
12/1/2016,B DIVISION,L,1,Track,1
12/1/2016,B DIVISION,M,1,Signals,3
12/1/2016,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
12/1/2016,B DIVISION,N,1,Signals,3
12/1/2016,B DIVISION,N,1,Subway Car,1
12/1/2016,B DIVISION,N,2,Signals,1
12/1/2016,B DIVISION,Q,1,Signals,1
12/1/2016,B DIVISION,Q,1,Track,2
12/1/2016,B DIVISION,Q,2,Track,1
12/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
12/1/2016,B DIVISION,R,1,Signals,1
12/1/2016,Systemwide,Systemwide,1,Other,3
12/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,21
12/1/2016,Systemwide,Systemwide,1,Signals,21
12/1/2016,Systemwide,Systemwide,1,Stations and Structure,4
12/1/2016,Systemwide,Systemwide,1,Subway Car,8
12/1/2016,Systemwide,Systemwide,1,Track,19
12/1/2016,Systemwide,Systemwide,2,Other,2
12/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
12/1/2016,Systemwide,Systemwide,2,Signals,4
12/1/2016,Systemwide,Systemwide,2,Track,1
1/1/2017,A DIVISION,1,1,Signals,1
1/1/2017,A DIVISION,1,1,Stations and Structure,1
1/1/2017,A DIVISION,1,1,Track,1
1/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
1/1/2017,A DIVISION,2,1,Signals,1
1/1/2017,A DIVISION,2,1,Track,4
1/1/2017,A DIVISION,2,2,Track,1
1/1/2017,A DIVISION,3,1,Other,1
1/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
1/1/2017,A DIVISION,3,1,Signals,2
1/1/2017,A DIVISION,3,1,Subway Car,1
1/1/2017,A DIVISION,3,1,Track,1
1/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
1/1/2017,A DIVISION,4,1,Track,2
1/1/2017,A DIVISION,4,2,Other,1
1/1/2017,A DIVISION,5,1,Other,1
1/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
1/1/2017,A DIVISION,5,1,Signals,3
1/1/2017,A DIVISION,5,2,Other,2
1/1/2017,A DIVISION,5,2,Signals,1
1/1/2017,A DIVISION,6,1,Other,2
1/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
1/1/2017,A DIVISION,6,1,Signals,5
1/1/2017,A DIVISION,6,1,Track,2
1/1/2017,A DIVISION,6,2,Other,1
1/1/2017,A DIVISION,7,1,Other,2
1/1/2017,A DIVISION,7,1,Signals,3
1/1/2017,A DIVISION,7,1,Track,1
1/1/2017,B DIVISION,A,1,Other,1
1/1/2017,B DIVISION,A,1,Track,2
1/1/2017,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
1/1/2017,B DIVISION,C,1,Other,1
1/1/2017,B DIVISION,C,1,Track,1
1/1/2017,B DIVISION,C,2,Persons on Trackbed/Police/Medical,1
1/1/2017,B DIVISION,D,1,Signals,1
1/1/2017,B DIVISION,E,1,Signals,1
1/1/2017,B DIVISION,E,1,Stations and Structure,1
1/1/2017,B DIVISION,F,1,Other,2
1/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,3
1/1/2017,B DIVISION,F,1,Signals,2
1/1/2017,B DIVISION,F,1,Stations and Structure,2
1/1/2017,B DIVISION,G,1,Subway Car,1
1/1/2017,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
1/1/2017,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
1/1/2017,B DIVISION,M,1,Signals,1
1/1/2017,B DIVISION,M,1,Stations and Structure,1
1/1/2017,B DIVISION,M,1,Track,1
1/1/2017,B DIVISION,N,1,Signals,2
1/1/2017,B DIVISION,N,1,Track,3
1/1/2017,B DIVISION,N,2,Stations and Structure,1
1/1/2017,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
1/1/2017,B DIVISION,Q,1,Track,1
1/1/2017,B DIVISION,Q,2,Signals,1
1/1/2017,B DIVISION,R,1,Other,1
1/1/2017,B DIVISION,R,1,Track,2
1/1/2017,B DIVISION,R,2,Track,1
1/1/2017,B DIVISION,W,1,Signals,1
1/1/2017,Systemwide,Systemwide,1,Other,11
1/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,17
1/1/2017,Systemwide,Systemwide,1,Signals,23
1/1/2017,Systemwide,Systemwide,1,Stations and Structure,5
1/1/2017,Systemwide,Systemwide,1,Subway Car,2
1/1/2017,Systemwide,Systemwide,1,Track,21
1/1/2017,Systemwide,Systemwide,2,Other,4
1/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
1/1/2017,Systemwide,Systemwide,2,Signals,2
1/1/2017,Systemwide,Systemwide,2,Stations and Structure,1
1/1/2017,Systemwide,Systemwide,2,Track,2
2/1/2017,A DIVISION,1,1,Other,1
2/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,1,1,Signals,1
2/1/2017,A DIVISION,1,1,Track,3
2/1/2017,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,2,1,Other,1
2/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,2,1,Signals,1
2/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,3,1,Signals,1
2/1/2017,A DIVISION,3,1,Track,4
2/1/2017,A DIVISION,4,1,Other,2
2/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,4,1,Signals,4
2/1/2017,A DIVISION,4,1,Track,1
2/1/2017,A DIVISION,5,1,Other,2
2/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
2/1/2017,A DIVISION,5,1,Signals,1
2/1/2017,A DIVISION,5,1,Subway Car,1
2/1/2017,A DIVISION,5,1,Track,1
2/1/2017,A DIVISION,6,1,Other,1
2/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,6,1,Signals,1
2/1/2017,A DIVISION,6,1,Subway Car,1
2/1/2017,A DIVISION,6,1,Track,3
2/1/2017,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2/1/2017,A DIVISION,7,1,Other,1
2/1/2017,A DIVISION,7,1,Signals,2
2/1/2017,A DIVISION,7,1,Track,1
2/1/2017,B DIVISION,A,1,Other,2
2/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2/1/2017,B DIVISION,A,1,Signals,2
2/1/2017,B DIVISION,A,1,Subway Car,1
2/1/2017,B DIVISION,A,1,Track,2
2/1/2017,B DIVISION,B,1,Signals,1
2/1/2017,B DIVISION,C,1,Signals,2
2/1/2017,B DIVISION,D,1,Signals,1
2/1/2017,B DIVISION,D,1,Track,1
2/1/2017,B DIVISION,E,1,Signals,1
2/1/2017,B DIVISION,F,1,Other,2
2/1/2017,B DIVISION,F,1,Signals,2
2/1/2017,B DIVISION,F,1,Track,1
2/1/2017,B DIVISION,F,2,Persons on Trackbed/Police/Medical,1
2/1/2017,B DIVISION,F,2,Signals,1
2/1/2017,B DIVISION,JZ,1,Other,1
